ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Estimated_Shipping_Cost,Recommended_Carrier
9428,4,1,5,2,266,5,2,1,8,1367,0,74.35000000000001,Maersk
9429,0,1,4,1,220,5,1,0,9,1817,0,96.35000000000001,Maersk
9430,1,1,4,2,274,5,1,0,8,1246,0,68.30000000000001,Maersk
9431,2,1,7,5,301,4,1,1,9,1660,1,88.5,Maersk
9432,4,1,6,5,285,4,1,1,8,1028,1,57.400000000000006,Maersk
9433,3,1,6,3,271,4,1,0,2,1364,1,77.2,Maersk
9434,4,1,4,3,241,5,1,0,2,1442,0,81.10000000000001,Maersk
9435,0,1,3,1,146,5,1,1,10,1737,0,91.85000000000001,Maersk
9436,1,1,6,4,256,4,2,0,9,1791,0,95.05000000000001,Maersk
9437,2,1,6,2,235,5,1,0,5,1051,1,60.050000000000004,Maersk
9438,4,1,5,5,275,3,1,0,9,1691,1,90.05000000000001,Maersk
9439,3,1,6,4,205,4,1,0,10,1974,1,103.7,Maersk
9440,4,1,5,4,244,5,2,0,1,1320,0,75.5,Maersk
9441,0,1,5,2,269,6,2,0,5,1097,0,62.349999999999994,Maersk
9442,1,1,4,1,238,5,2,0,3,1913,0,104.15,Maersk
9443,2,1,5,4,217,5,1,0,8,1803,0,96.15,Maersk
9444,4,1,5,2,258,5,1,1,3,1824,0,99.7,Maersk
9445,3,1,7,1,269,5,2,0,5,1402,0,77.60000000000001,Maersk
9446,4,1,4,2,259,5,1,1,6,1827,1,98.35000000000001,Maersk
9447,0,1,6,5,260,4,1,0,8,1347,1,73.35000000000001,Maersk
9448,1,1,5,5,227,5,2,0,2,1436,1,80.8,Maersk
9449,2,0,4,2,223,6,1,0,10,1650,1,127.5,FedEx
9450,4,0,5,2,221,5,2,1,10,1160,0,103.0,FedEx
9451,3,0,7,4,296,4,1,0,10,1033,0,96.65,FedEx
9452,4,0,5,3,228,5,0,1,9,1924,0,141.7,FedEx
9453,0,0,4,4,275,5,2,1,7,1562,1,124.60000000000002,FedEx
9454,1,0,5,3,230,5,2,1,4,1123,0,104.15,FedEx
9455,2,0,5,1,241,5,2,1,3,1379,0,117.45,FedEx
9456,4,0,4,2,270,5,1,0,5,1747,1,134.85000000000002,FedEx
9457,3,0,6,4,264,5,2,0,7,1220,1,107.5,FedEx
9458,4,0,4,4,260,5,1,0,5,1178,1,106.4,FedEx
9459,0,0,5,1,271,5,1,1,4,1353,0,115.65,FedEx
9460,1,0,5,5,286,4,0,0,10,1071,1,98.55000000000001,FedEx
9461,2,0,6,1,279,4,1,0,4,1263,1,111.15,FedEx
9462,4,0,6,3,271,4,1,0,6,1934,0,143.7,FedEx
9463,3,0,3,5,206,4,1,1,6,5038,0,298.9,FedEx
9464,4,0,5,2,205,3,2,0,1,4351,0,267.05,FedEx
9465,0,0,5,2,233,3,2,0,10,4233,1,256.65,FedEx
9466,1,0,5,1,207,3,1,0,1,4112,0,255.10000000000002,FedEx
9467,2,0,4,1,174,4,1,1,3,5295,0,313.25,FedEx
9468,4,0,3,4,191,3,2,0,10,4667,0,278.35,FedEx
9469,3,0,4,4,156,2,2,0,7,5938,0,343.40000000000003,FedEx
9470,4,0,4,4,137,3,2,0,8,4066,1,249.3,FedEx
9471,0,2,3,3,251,3,1,1,8,4246,0,218.3,Local Truck
9472,1,2,5,3,194,3,1,1,7,5545,0,283.75,Local Truck
9473,2,2,4,1,141,3,1,0,6,5273,0,270.65000000000003,Local Truck
9474,4,2,5,1,137,3,2,0,10,4641,0,237.05,Local Truck
9475,3,2,3,1,221,3,2,1,10,5696,1,289.8,Local Truck
9476,4,2,3,1,270,2,2,1,6,4966,0,255.3,Local Truck
9477,0,2,3,3,133,3,1,0,2,4926,0,255.3,Local Truck
9478,1,2,4,4,181,3,2,0,9,4425,1,226.75,Local Truck
9479,2,2,6,4,147,3,1,1,4,4549,1,235.45000000000002,Local Truck
9480,4,2,4,3,250,2,0,0,10,4885,1,249.25,Local Truck
9481,3,2,3,5,184,2,0,1,3,4883,0,252.65,Local Truck
9482,4,2,5,1,234,3,1,0,4,5033,0,259.65,Local Truck
9483,0,2,3,3,126,6,1,1,8,5084,1,260.20000000000005,Local Truck
9484,1,2,3,2,241,3,2,0,9,4301,0,220.55,Local Truck
9485,2,2,3,5,218,2,2,0,6,4072,0,210.60000000000002,Local Truck
9486,4,2,3,5,98,3,2,0,3,5553,1,286.15000000000003,Local Truck
9487,3,2,3,5,211,2,2,0,9,4577,1,234.35000000000002,Local Truck
9488,4,2,4,2,216,3,1,1,2,4750,1,246.5,Local Truck
9489,0,2,3,3,203,3,2,0,4,5548,0,285.40000000000003,Local Truck
9490,1,2,3,4,266,3,2,1,9,5908,1,300.90000000000003,Local Truck
9491,2,2,4,1,155,3,2,1,9,4443,0,227.65,Local Truck
9492,4,2,3,5,156,2,2,0,8,5848,0,298.40000000000003,Local Truck
9493,3,2,5,2,169,5,2,0,2,4542,0,236.10000000000002,Local Truck
9494,4,2,4,5,241,4,2,0,10,4126,1,211.3,Local Truck
9495,0,2,4,5,199,4,2,1,1,5585,1,288.75,Local Truck
9496,1,2,4,3,184,3,1,0,9,5602,0,285.6,Local Truck
9497,2,2,3,3,221,3,1,0,5,4388,0,226.9,Local Truck
9498,4,2,4,3,258,3,2,0,7,4887,1,250.85000000000002,Local Truck
9499,3,2,5,4,193,3,2,1,3,4559,0,236.45000000000002,Local Truck
9500,4,2,2,2,156,4,0,1,9,4184,1,214.70000000000002,Local Truck
9501,0,2,4,2,201,3,2,0,4,4613,0,238.65,Local Truck
9502,1,2,4,2,171,3,2,1,4,5859,0,300.95,Local Truck
9503,2,2,3,4,193,6,1,1,2,5584,0,288.2,Local Truck
9504,4,2,5,2,254,2,2,1,4,4180,1,217.0,Local Truck
9505,3,2,4,4,251,3,2,0,9,5350,1,273.0,Local Truck
9506,4,2,5,3,171,3,1,0,7,4946,0,253.8,Local Truck
9507,0,2,4,1,243,3,2,1,10,5832,0,296.6,Local Truck
9508,1,2,3,4,253,3,2,1,4,4269,0,221.45000000000002,Local Truck
9509,2,2,3,5,137,3,1,1,3,5497,1,283.35,Local Truck
9510,4,2,5,2,149,2,1,0,6,4661,0,240.05,Local Truck
9511,3,2,4,1,183,3,1,1,3,5178,1,267.40000000000003,Local Truck
9512,4,2,4,5,171,3,1,0,10,4752,1,242.60000000000002,Local Truck
9513,0,2,4,5,102,5,1,0,3,5767,0,296.85,Local Truck
9514,1,2,3,3,249,4,1,1,7,5868,1,299.90000000000003,Local Truck
9515,2,2,3,4,255,3,2,0,10,5291,1,269.55,Local Truck
9516,4,2,3,1,150,2,1,0,6,5697,0,291.85,Local Truck
9517,3,2,4,4,169,4,2,0,8,5493,0,280.65000000000003,Local Truck
9518,4,2,4,1,208,3,2,0,8,4890,1,250.5,Local Truck
9519,0,2,3,3,154,4,0,0,2,4921,1,255.05,Local Truck
9520,1,2,2,2,101,5,2,0,6,4196,0,216.8,Local Truck
9521,2,2,5,1,203,3,1,1,10,4750,0,242.5,Local Truck
9522,4,2,5,3,234,6,2,0,8,5003,0,256.15,Local Truck
9523,3,2,3,1,133,4,2,0,6,5162,0,265.1,Local Truck
9524,4,2,3,3,222,4,1,0,6,5284,1,271.2,Local Truck
9525,0,2,3,5,258,3,1,0,5,4494,0,232.20000000000002,Local Truck
9526,1,2,3,5,251,3,1,1,1,5073,0,263.15,Local Truck
9527,2,2,4,2,241,6,2,1,5,4880,1,251.5,Local Truck
9528,4,2,4,1,164,4,2,1,3,5318,1,274.40000000000003,Local Truck
9529,3,2,5,4,273,2,1,0,1,5008,1,259.9,Local Truck
9530,4,2,3,1,266,3,1,1,6,4010,0,207.5,Local Truck
9531,0,2,4,2,144,5,1,0,3,5807,1,298.85,Local Truck
9532,1,2,2,1,208,2,1,1,10,4671,1,238.55,Local Truck
9533,2,2,2,4,178,4,2,0,8,4620,0,237.0,Local Truck
9534,4,2,3,3,246,4,1,0,3,4316,0,224.3,Local Truck
9535,3,2,3,1,131,6,2,1,8,5352,0,273.6,Local Truck
9536,4,2,2,2,156,3,1,0,5,4151,1,215.05,Local Truck
9537,0,2,3,2,222,4,2,1,10,5720,0,291.0,Local Truck
9538,1,2,3,3,275,3,2,1,7,4968,0,254.89999999999998,Local Truck
9539,2,2,3,2,212,3,2,1,10,4117,0,210.85000000000002,Local Truck
9540,4,2,5,4,275,2,2,1,7,5292,0,271.1,Local Truck
9541,3,2,5,1,189,2,2,1,8,5219,0,266.95,Local Truck
9542,4,2,3,4,171,3,1,1,10,4839,0,246.95000000000002,Local Truck
9543,0,2,3,1,242,5,1,0,3,4026,0,209.8,Local Truck
9544,1,2,3,5,247,3,2,0,7,4966,0,254.8,Local Truck
9545,2,2,3,3,149,2,1,1,8,4556,0,233.8,Local Truck
9546,4,2,3,3,190,3,1,0,9,5279,0,269.45,Local Truck
9547,3,2,3,2,189,2,1,1,6,4488,1,231.4,Local Truck
9548,4,2,3,2,153,4,0,1,7,4750,1,244.0,Local Truck
9549,0,2,4,1,173,2,1,1,5,4688,0,241.9,Local Truck
9550,1,2,5,3,117,4,1,0,3,5078,0,262.4,Local Truck
9551,2,2,6,5,204,3,2,1,7,4119,0,212.45000000000002,Local Truck
9552,4,2,3,1,274,4,1,1,3,5979,0,307.45,Local Truck
9553,3,2,6,1,276,2,1,1,10,5108,0,260.4,Local Truck
9554,4,2,3,1,189,4,1,0,4,4785,0,247.25,Local Truck
9555,0,2,3,2,204,2,1,0,2,5033,1,260.65,Local Truck
9556,1,2,3,3,229,3,2,0,8,4549,0,233.45000000000002,Local Truck
9557,2,2,3,1,257,2,2,0,2,5815,0,299.75,Local Truck
9558,4,2,4,5,184,3,1,1,5,4039,1,209.45000000000002,Local Truck
9559,3,2,3,5,157,4,2,0,2,4640,0,241.0,Local Truck
9560,4,2,4,3,173,3,2,1,5,5331,1,274.05,Local Truck
9561,0,2,3,2,236,2,2,1,2,4239,1,220.95000000000002,Local Truck
9562,1,2,4,1,234,3,1,1,2,4282,0,223.10000000000002,Local Truck
9563,2,2,4,4,237,3,2,1,2,4760,0,247.0,Local Truck
9564,4,1,4,5,191,2,1,1,10,5068,1,258.4,Maersk
9565,3,1,4,4,222,3,2,1,2,5140,0,266.0,Maersk
9566,4,1,4,4,153,2,1,0,8,4248,0,218.4,Maersk
9567,0,1,4,1,224,2,2,1,2,4581,1,238.05,Maersk
9568,1,1,5,4,201,2,1,1,5,5593,1,287.15000000000003,Maersk
9569,2,1,4,2,169,3,1,1,10,4309,1,220.45000000000002,Maersk
9570,4,1,3,2,133,5,2,1,9,5744,1,292.7,Maersk
9571,3,1,4,4,146,2,2,0,5,4356,0,225.3,Maersk
9572,4,1,4,1,230,3,1,1,8,4107,1,211.35000000000002,Maersk
9573,0,1,3,1,195,5,1,0,4,4034,0,209.70000000000002,Maersk
9574,1,1,4,4,204,3,1,0,9,4757,0,243.35000000000002,Maersk
9575,2,1,6,2,191,6,2,1,7,5333,1,273.15000000000003,Maersk
9576,4,1,5,5,199,3,0,1,6,5547,1,284.35,Maersk
9577,3,1,3,4,192,4,2,1,3,4030,0,210.0,Maersk
9578,4,1,3,1,187,2,1,0,10,5064,1,258.20000000000005,Maersk
9579,0,1,3,1,236,3,2,0,8,5341,1,273.05,Maersk
9580,1,1,4,5,176,3,0,0,1,5096,1,264.3,Maersk
9581,2,1,6,2,239,4,2,0,7,4589,0,235.95000000000002,Maersk
9582,4,1,4,4,280,3,2,1,5,5624,0,288.7,Maersk
9583,3,1,5,5,184,2,2,1,9,4649,1,237.95000000000002,Maersk
9584,4,1,3,2,145,2,1,1,3,4409,0,228.95000000000002,Maersk
9585,0,1,6,5,248,3,1,0,3,5709,1,293.95,Maersk
9586,1,0,2,4,184,5,2,1,9,5812,0,336.1,FedEx
9587,2,0,4,5,265,2,1,1,9,5040,0,297.5,FedEx
9588,4,0,5,1,170,4,2,1,4,5113,1,303.65,FedEx
9589,3,0,2,1,181,4,1,0,2,4747,0,286.35,FedEx
9590,4,0,3,4,166,4,1,0,1,5533,1,326.15000000000003,FedEx
9591,0,0,4,4,137,4,2,0,5,5095,0,302.25,FedEx
9592,1,0,4,1,173,5,1,0,5,5049,1,299.95000000000005,FedEx
9593,2,0,4,3,249,4,2,1,10,5614,0,325.7,FedEx
9594,4,0,5,4,205,3,1,0,3,4157,1,256.35,FedEx
9595,3,0,4,5,251,5,0,1,8,4573,0,274.65,FedEx
9596,4,0,4,5,249,3,1,0,7,5509,0,321.95,FedEx
9597,0,0,4,3,177,3,1,0,7,4834,1,288.20000000000005,FedEx
9598,1,0,3,5,268,3,1,1,7,4910,0,292.0,FedEx
9599,2,0,6,1,215,4,1,1,1,4581,1,278.55,FedEx
9600,4,0,4,1,149,3,1,1,2,4499,0,273.95000000000005,FedEx
9601,3,0,4,4,132,3,2,0,5,4613,0,278.15,FedEx
9602,4,0,3,1,246,3,1,0,10,4707,1,280.35,FedEx
9603,0,0,3,4,155,3,2,1,9,5718,1,331.40000000000003,FedEx
9604,1,0,5,3,206,2,2,1,7,4531,1,273.05,FedEx
9605,2,0,4,2,134,3,2,0,1,4064,1,252.70000000000002,FedEx
9606,4,0,5,2,255,2,2,1,9,5609,0,325.95,FedEx
9607,3,0,3,1,168,4,2,0,9,5136,0,302.3,FedEx
9608,4,2,4,1,140,2,1,1,8,4926,0,252.3,Local Truck
9609,0,2,5,3,191,3,0,0,6,4244,0,219.20000000000002,Local Truck
9610,1,2,4,3,231,3,2,0,8,5069,1,259.45000000000005,Local Truck
9611,2,2,3,3,264,2,1,1,2,4350,0,226.5,Local Truck
9612,4,2,5,3,137,3,1,1,6,5357,0,274.85,Local Truck
9613,3,2,5,3,170,3,2,0,4,4446,1,230.3,Local Truck
9614,4,2,4,4,256,3,1,0,5,5399,0,277.45,Local Truck
9615,0,2,5,1,176,6,2,1,9,4839,1,247.45000000000002,Local Truck
9616,1,2,3,2,198,4,1,0,3,4172,1,217.10000000000002,Local Truck
9617,2,2,4,1,272,2,1,1,1,5666,0,292.8,Local Truck
9618,4,2,4,4,149,3,2,0,2,4241,1,221.05,Local Truck
9619,3,2,5,3,192,7,2,1,10,5976,0,303.8,Local Truck
9620,4,2,6,5,117,7,2,1,6,5529,1,283.45,Local Truck
9621,0,2,2,4,180,2,1,0,6,5579,0,285.95,Local Truck
9622,1,2,3,2,158,2,2,0,8,5907,0,301.35,Local Truck
9623,2,2,5,2,266,10,0,1,9,4784,1,244.70000000000002,Local Truck
9624,4,2,6,3,304,4,1,1,3,1752,1,96.10000000000001,Local Truck
9625,3,2,6,3,244,5,2,0,1,1847,1,101.85000000000001,Local Truck
9626,4,2,7,4,301,4,1,0,1,1150,0,67.0,Local Truck
9627,0,2,4,2,275,5,2,1,5,1900,0,102.5,Local Truck
9628,1,2,5,5,236,5,1,1,3,1933,1,105.15,Local Truck
9629,2,2,6,1,286,4,2,1,10,1177,1,63.849999999999994,Local Truck
9630,4,2,5,5,238,6,1,1,3,1351,0,76.05,Local Truck
9631,3,2,7,1,300,4,2,0,10,1148,1,62.400000000000006,Local Truck
9632,4,2,6,4,292,4,2,1,8,1779,1,94.95,Local Truck
9633,0,2,5,1,172,2,1,0,9,1723,0,91.65,Local Truck
9634,1,2,2,4,181,5,2,0,9,1368,0,73.9,Local Truck
9635,2,2,7,3,289,4,1,0,3,1037,1,60.35,Local Truck
9636,4,2,7,3,256,4,2,1,4,1628,0,89.4,Local Truck
9637,3,2,4,4,251,5,2,0,2,1329,1,75.45,Local Truck
9638,4,2,6,5,245,4,1,1,2,1832,1,100.60000000000001,Local Truck
9639,0,2,4,4,140,2,1,1,6,4703,0,242.15,Local Truck
9640,1,2,5,4,191,3,0,0,7,4435,1,228.25,Local Truck
9641,2,2,4,3,231,3,2,1,8,4991,0,255.55,Local Truck
9642,4,2,3,2,264,2,1,1,6,5702,1,292.1,Local Truck
9643,3,2,5,2,137,3,1,0,1,5242,0,271.6,Local Truck
9644,4,2,5,3,170,3,2,1,6,5226,0,268.3,Local Truck
9645,0,2,4,1,256,3,1,1,6,5818,0,297.90000000000003,Local Truck
9646,1,2,5,4,176,6,2,1,9,4605,0,235.75,Local Truck
9647,2,2,3,5,198,4,1,0,10,4829,0,246.45000000000002,Local Truck
9648,4,2,4,1,272,2,1,1,2,5022,0,260.1,Local Truck
9649,3,2,4,3,149,3,2,0,5,4031,0,209.05,Local Truck
9650,4,2,5,2,192,7,2,1,2,4045,1,211.25,Local Truck
9651,0,2,6,1,117,7,2,0,4,4211,0,218.55,Local Truck
9652,1,2,2,4,180,2,1,0,5,4010,1,208.0,Local Truck
9653,2,2,3,2,158,2,2,1,9,4881,0,249.55,Local Truck
9654,4,2,5,5,266,10,0,0,2,5890,0,303.5,Local Truck
9655,3,2,6,3,304,4,1,1,5,1215,1,68.25,Local Truck
9656,4,2,6,3,244,5,2,0,4,1121,1,64.05000000000001,Local Truck
9657,0,2,7,2,301,4,1,1,1,1339,0,76.45,Local Truck
9658,1,2,4,3,275,5,2,1,5,1329,0,73.95,Local Truck
9659,2,2,5,4,236,5,1,1,1,1682,0,93.60000000000001,Local Truck
9660,4,2,6,5,286,4,2,0,3,1773,1,97.15,Local Truck
9661,3,2,5,1,238,6,1,0,9,1192,0,65.1,Local Truck
9662,4,2,7,2,300,4,2,1,3,1070,1,62.0,Local Truck
9663,0,2,6,4,292,4,2,0,1,1372,1,78.10000000000001,Local Truck
9664,1,2,5,2,172,2,1,0,2,1680,0,93.0,Local Truck
9665,2,2,2,5,181,5,2,0,5,1043,0,59.650000000000006,Local Truck
9666,4,2,7,5,289,4,1,0,10,1074,1,58.7,Local Truck
9667,3,2,7,5,256,4,2,0,2,1396,0,78.8,Local Truck
9668,4,2,4,5,251,5,2,0,6,1434,0,78.7,Local Truck
9669,0,2,6,4,279,4,1,0,1,1621,0,90.55000000000001,Local Truck
9670,1,2,6,5,271,4,1,1,3,1710,1,94.0,Local Truck
9671,2,2,4,2,258,5,2,1,1,1920,0,105.5,Local Truck
9672,4,2,6,5,245,4,1,0,7,1521,0,82.55,Local Truck
9673,3,2,6,4,296,4,1,1,7,1969,0,104.95,Local Truck
9674,4,2,5,3,267,5,1,0,1,1505,0,84.75,Local Truck
9675,0,2,6,5,268,4,2,1,2,1462,0,82.10000000000001,Local Truck
9676,1,2,7,2,277,5,1,0,1,1700,1,94.5,Local Truck
9677,2,2,6,2,259,4,1,1,5,1771,1,96.05000000000001,Local Truck
9678,4,2,5,1,275,5,1,0,3,1062,0,61.6,Local Truck
9679,3,2,6,5,298,4,1,1,3,1009,1,58.95,Local Truck
9680,4,2,5,2,243,5,2,0,4,1013,1,58.650000000000006,Local Truck
9681,0,2,7,3,255,4,2,0,4,1373,0,76.65,Local Truck
9682,1,2,4,3,232,5,1,0,9,1856,0,98.30000000000001,Local Truck
9683,2,2,6,5,254,4,2,1,4,1887,1,102.35000000000001,Local Truck
9684,4,2,4,1,234,5,1,1,3,1134,0,65.2,Local Truck
9685,3,2,6,1,303,4,1,0,9,1080,0,59.5,Local Truck
9686,4,2,6,3,262,4,1,0,5,1563,0,85.65,Local Truck
9687,0,2,5,5,218,5,2,0,7,1692,0,91.10000000000001,Local Truck
9688,1,2,4,5,241,5,1,1,2,1043,0,61.150000000000006,Local Truck
9689,2,2,6,3,267,4,2,1,1,1942,1,106.60000000000001,Local Truck
9690,4,2,7,1,301,4,1,0,6,1052,1,59.6,Local Truck
9691,3,2,5,4,221,5,1,0,8,1927,1,102.35000000000001,Local Truck
9692,4,2,6,5,275,4,1,1,2,1700,1,94.0,Local Truck
9693,0,2,6,4,292,4,2,1,5,1793,0,97.15,Local Truck
9694,1,2,5,4,245,6,2,1,9,1660,0,88.5,Local Truck
9695,2,2,6,3,301,5,1,0,2,1452,1,81.60000000000001,Local Truck
9696,4,2,6,3,245,4,2,1,3,1772,1,97.10000000000001,Local Truck
9697,3,2,7,5,288,4,1,0,1,1269,1,72.95,Local Truck
9698,4,2,6,3,274,4,1,0,5,1452,0,80.10000000000001,Local Truck
9699,0,2,4,2,231,5,1,0,2,1465,1,82.25,Local Truck
9700,1,2,6,3,310,5,1,1,6,1139,0,63.95,Local Truck
9701,2,1,5,3,256,6,2,1,3,1441,0,80.55,Maersk
9702,4,1,6,5,281,4,2,1,5,1484,0,81.7,Maersk
9703,3,1,6,3,264,4,2,0,3,1498,1,83.4,Maersk
9704,4,1,7,3,274,5,1,0,9,1764,0,93.7,Maersk
9705,0,1,5,2,272,5,1,1,8,1317,0,71.85000000000001,Maersk
9706,1,1,4,5,257,5,2,1,6,1008,0,57.400000000000006,Maersk
9707,2,1,6,3,310,4,1,0,2,1189,0,68.45,Maersk
9708,4,1,5,2,249,6,1,1,8,1170,1,64.5,Maersk
9709,3,1,7,5,244,4,1,1,2,1330,1,75.5,Maersk
9710,4,1,4,3,219,6,2,0,2,1634,0,90.7,Maersk
9711,0,1,7,1,264,4,2,0,2,1540,0,86.0,Maersk
9712,1,1,4,5,217,5,1,0,3,1572,1,87.10000000000001,Maersk
9713,2,1,6,1,280,4,1,0,5,1624,0,88.7,Maersk
9714,4,1,4,2,247,5,1,1,10,1515,0,80.75,Maersk
9715,3,1,3,4,270,6,1,0,7,4098,1,211.4,Maersk
9716,4,1,4,5,248,3,1,0,2,5310,1,274.5,Maersk
9717,0,1,4,3,167,2,2,0,1,5409,1,279.95,Maersk
9718,1,1,4,5,268,3,2,1,9,5521,1,281.55,Maersk
9719,2,1,3,4,257,5,2,1,10,4901,1,250.05,Maersk
9720,4,1,5,2,152,3,1,0,4,4770,1,246.5,Maersk
9721,3,1,4,2,147,3,1,1,3,4152,1,216.10000000000002,Maersk
9722,4,1,3,4,179,2,1,1,5,4882,1,251.60000000000002,Maersk
9723,0,0,3,4,201,3,2,1,10,4032,1,246.60000000000002,FedEx
9724,1,0,3,2,140,3,2,1,8,5724,0,332.2,FedEx
9725,2,0,5,1,139,3,2,1,2,5632,0,330.6,FedEx
9726,4,0,4,1,152,5,2,1,8,5711,0,331.55,FedEx
9727,3,0,6,4,171,5,2,1,9,4376,1,264.3,FedEx
9728,4,0,5,4,97,3,2,0,8,4577,0,274.85,FedEx
9729,0,0,4,2,257,3,2,1,8,5772,0,334.6,FedEx
9730,1,0,4,1,154,4,2,1,1,5480,0,323.5,FedEx
9731,2,0,3,5,138,2,2,1,1,4881,1,293.55,FedEx
9732,4,0,5,5,173,2,1,1,7,4716,0,282.3,FedEx
9733,3,0,3,5,252,3,2,0,8,4557,1,273.85,FedEx
9734,4,0,5,2,251,2,1,1,2,4245,1,261.25,FedEx
9735,0,0,3,5,223,4,0,0,7,5042,1,298.6,FedEx
9736,1,0,5,2,261,3,0,1,3,5303,1,313.65000000000003,FedEx
9737,2,0,4,2,111,2,0,0,4,5393,0,317.65000000000003,FedEx
9738,4,0,3,2,210,3,1,0,9,4731,1,282.05,FedEx
9739,3,0,4,1,161,3,1,1,1,4789,0,288.95000000000005,FedEx
9740,4,0,3,4,143,3,1,1,10,5261,0,308.05,FedEx
9741,0,0,4,3,170,2,1,1,2,5607,0,329.35,FedEx
9742,1,0,2,5,151,3,2,1,9,4767,1,283.85,FedEx
9743,2,0,3,3,154,2,1,1,1,5884,1,343.7,FedEx
9744,4,0,4,4,146,3,2,0,6,4672,1,280.6,FedEx
9745,3,2,5,1,238,5,1,0,5,5854,0,300.2,Local Truck
9746,4,2,4,2,264,2,1,0,9,4490,0,230.0,Local Truck
9747,0,2,4,5,196,3,1,0,4,5610,0,288.5,Local Truck
9748,1,2,5,4,164,3,1,1,9,5135,1,262.25,Local Truck
9749,2,2,4,2,144,4,2,0,2,4316,0,224.8,Local Truck
9750,4,2,3,5,147,2,2,1,6,4350,0,224.5,Local Truck
9751,3,2,3,4,181,3,0,0,9,5470,0,279.0,Local Truck
9752,4,2,4,3,212,3,1,0,1,4518,0,235.4,Local Truck
9753,0,2,2,3,258,2,1,1,4,5052,1,260.6,Local Truck
9754,1,2,3,5,202,2,2,0,8,4552,1,233.60000000000002,Local Truck
9755,2,2,4,5,143,3,2,1,2,5286,1,273.3,Local Truck
9756,4,2,5,3,175,3,2,0,7,5047,1,258.85,Local Truck
9757,3,2,5,1,135,3,1,0,10,5301,1,270.05,Local Truck
9758,4,2,2,5,249,3,1,0,3,4169,0,216.95000000000002,Local Truck
9759,0,2,4,2,202,3,2,1,7,5821,0,297.55,Local Truck
9760,1,2,4,5,135,3,1,0,6,4557,0,234.85000000000002,Local Truck
9761,2,2,3,2,268,4,1,1,6,4415,0,227.75,Local Truck
9762,4,2,4,3,103,2,1,1,4,5146,0,265.3,Local Truck
9763,3,2,6,4,225,4,2,1,10,4723,0,241.15,Local Truck
9764,4,2,6,5,211,6,1,1,3,4957,0,256.35,Local Truck
9765,0,2,3,5,161,2,1,0,8,5021,0,257.05,Local Truck
9766,1,2,4,4,155,2,2,0,6,5942,0,304.1,Local Truck
9767,2,2,5,2,182,4,2,0,9,5159,0,263.45,Local Truck
9768,4,2,5,5,124,3,1,1,10,4331,0,221.55,Local Truck
9769,3,2,4,3,167,3,0,0,4,6000,1,308.0,Local Truck
9770,4,2,4,4,246,3,1,0,7,4090,0,211.0,Local Truck
9771,0,2,3,2,196,5,2,0,6,5692,0,291.6,Local Truck
9772,1,2,3,5,211,2,1,0,5,5877,1,301.35,Local Truck
9773,2,2,2,1,234,4,2,0,9,5075,0,259.25,Local Truck
9774,4,2,3,5,174,6,1,1,6,5713,0,292.65000000000003,Local Truck
9775,3,2,5,4,190,3,2,0,4,4424,1,229.20000000000002,Local Truck
9776,4,2,4,1,255,3,2,0,6,4313,1,222.65,Local Truck
9777,0,2,3,1,192,3,2,1,4,4997,1,257.85,Local Truck
9778,1,2,5,2,174,3,1,0,10,5973,1,303.65000000000003,Local Truck
9779,2,2,3,1,263,3,2,0,4,4208,0,218.4,Local Truck
9780,4,2,5,5,251,2,0,0,3,4741,1,245.55,Local Truck
9781,3,2,5,3,223,3,1,0,2,4671,1,242.55,Local Truck
9782,4,2,3,3,168,2,1,1,1,5097,1,264.35,Local Truck
9783,0,2,3,4,213,3,0,1,7,5516,1,282.3,Local Truck
9784,1,2,4,3,99,6,2,1,9,5903,0,300.65000000000003,Local Truck
9785,2,2,4,4,267,3,2,1,9,5254,0,268.2,Local Truck
9786,4,2,5,1,183,3,2,0,8,4531,0,232.55,Local Truck
9787,3,2,4,4,180,3,1,1,3,5031,0,260.05,Local Truck
9788,4,2,2,1,206,2,1,1,7,4721,0,242.55,Local Truck
9789,0,2,4,2,216,3,1,1,10,4636,0,236.8,Local Truck
9790,1,2,5,5,167,3,1,1,10,5591,0,284.55,Local Truck
9791,2,2,3,2,162,3,2,1,4,4812,1,248.60000000000002,Local Truck
9792,4,2,3,1,250,3,2,0,6,5832,0,298.6,Local Truck
9793,3,2,4,2,245,3,2,1,1,4731,1,246.05,Local Truck
9794,4,2,3,4,226,3,1,0,7,4411,1,227.05,Local Truck
9795,0,2,5,1,226,2,2,1,6,5395,0,276.75,Local Truck
9796,1,2,5,4,222,2,0,1,8,4996,1,255.8,Local Truck
9797,2,2,4,1,177,2,1,1,2,5911,0,304.55,Local Truck
9798,4,2,4,4,223,3,0,0,5,5654,0,290.2,Local Truck
9799,3,2,5,5,210,6,1,1,3,5051,0,261.05,Local Truck
9800,4,2,4,2,170,2,1,1,3,4299,0,223.45000000000002,Local Truck
9801,0,2,5,5,135,4,1,1,8,5029,0,257.45000000000005,Local Truck
9802,1,2,3,5,192,4,2,0,7,4741,1,243.55,Local Truck
9803,2,2,4,2,204,3,2,0,3,4001,0,208.55,Local Truck
